"","X","SpecCode","Brack","Saltwater","DemersPelag","Species","Genus","Subfamily","Family","Order","Class","SuperClass","c_m","eps_m"
"9809",9809,58980,0,1,"demersal","Lycenchelys lonchoura","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9810",9810,48108,0,1,"demersal","Lycenchelys maculata","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9811",9811,48109,0,1,"demersal","Lycenchelys makushok","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9812",9812,47020,0,1,"demersal","Lycenchelys maoriensis","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9813",9813,23826,0,1,"demersal","Lycenchelys melanostomias","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9814",9814,48110,0,1,"demersal","Lycenchelys micropora","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9815",9815,48188,0,1,"demersal","Lycenchelys monstrosa","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9816",9816,15474,0,1,"demersal","Lycenchelys muraena","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9817",9817,7020,0,1,"demersal","Lycenchelys nanospinata","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9818",9818,7021,0,1,"demersal","Lycenchelys nigripalatum","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9819",9819,64612,0,1,"demersal","Lycenchelys novaezealandiae","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9820",9820,58990,0,1,"demersal","Lycenchelys parini","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9821",9821,48189,0,1,"demersal","Lycenchelys paxillus","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9822",9822,58981,0,1,"demersal","Lycenchelys pearcyi","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9823",9823,58982,0,1,"demersal","Lycenchelys pentactina","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9824",9824,58983,0,1,"demersal","Lycenchelys pequenoi","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9825",9825,58984,0,1,"demersal","Lycenchelys peruana","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9826",9826,27736,0,1,"demersal","Lycenchelys platyrhina","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9827",9827,48191,0,1,"demersal","Lycenchelys plicifera","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9828",9828,64613,0,1,"demersal","Lycenchelys polyodon","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9829",9829,48192,0,1,"demersal","Lycenchelys porifer","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9830",9830,23829,0,1,"demersal","Lycenchelys rassi","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9831",9831,48194,0,1,"demersal","Lycenchelys ratmanovi","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9832",9832,58991,0,1,"demersal","Lycenchelys remissaria","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9833",9833,48195,0,1,"demersal","Lycenchelys rosea","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9834",9834,63943,0,1,"demersal","Lycenchelys ryukyuensis","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9835",9835,15640,0,1,"demersal","Lycenchelys sarsii","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9836",9836,48196,0,1,"demersal","Lycenchelys scaurus","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9837",9837,23831,0,1,"demersal","Lycenchelys squamosa","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9838",9838,60032,0,1,"demersal","Lycenchelys tohokuensis","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9839",9839,7022,0,1,"demersal","Lycenchelys tristichodon","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9840",9840,48201,0,1,"demersal","Lycenchelys uschakovi","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9841",9841,3132,0,1,"demersal","Lycenchelys verrillii","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9842",9842,48202,0,1,"demersal","Lycenchelys vitiazi","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9843",9843,48203,0,1,"demersal","Lycenchelys volki","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9844",9844,7023,0,1,"demersal","Lycenchelys wilkesi","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9845",9845,58994,0,1,"demersal","Lycenchelys xanthoptera","Lycenchelys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9846",9846,552,1,1,"pelagic","Lycengraulis grossidens","Lycengraulis","Engraulinae","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",NA,NA
"9847",9847,553,1,1,"pelagic","Lycengraulis poeyi","Lycengraulis","Engraulinae","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",NA,NA
"9848",9848,7024,0,1,"pelagic","Lycodapus antarcticus","Lycodapus","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9849",9849,48056,0,1,"demersal","Lycodapus australis","Lycodapus","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9850",9850,48057,0,1,"pelagic","Lycodapus derjugini","Lycodapus","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9851",9851,48204,0,1,"demersal","Lycodapus dermatinus","Lycodapus","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9852",9852,25269,0,1,"pelagic","Lycodapus endemoscotus","Lycodapus","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9853",9853,3133,0,1,"pelagic","Lycodapus fierasfer","Lycodapus","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9854",9854,48206,0,1,"demersal","Lycodapus leptus","Lycodapus","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9855",9855,3134,0,1,"pelagic","Lycodapus mandibularis","Lycodapus","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9856",9856,24985,0,1,"pelagic","Lycodapus microchir","Lycodapus","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9857",9857,7025,0,1,"pelagic","Lycodapus pachysoma","Lycodapus","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9858",9858,3135,0,1,"pelagic","Lycodapus parviceps","Lycodapus","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9859",9859,48207,0,1,"demersal","Lycodapus poecilus","Lycodapus","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9860",9860,48208,0,1,"demersal","Lycodapus psarostomatus","Lycodapus","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9861",9861,48209,0,1,"demersal","Lycodes adolfi","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9862",9862,62972,0,1,"demersal","Lycodes akuugun","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9863",9863,48210,1,1,"demersal","Lycodes albolineatus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9864",9864,23824,0,1,"demersal","Lycodes albonotatus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9865",9865,61679,0,1,"demersal","Lycodes bathybius","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9866",9866,64886,0,1,"demersal","Lycodes beringi","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9867",9867,3136,0,1,"demersal","Lycodes brevipes","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9868",9868,25011,0,1,"demersal","Lycodes brunneofasciatus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9869",9869,23837,0,1,"demersal","Lycodes caudimaculatus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9870",9870,48216,0,1,"demersal","Lycodes concolor","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9871",9871,3129,0,1,"demersal","Lycodes cortezianus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9872",9872,3137,0,1,"demersal","Lycodes diapterus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9873",9873,4333,0,1,"demersal","Lycodes esmarkii","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9874",9874,25228,0,1,"demersal","Lycodes eudipleurostictus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9875",9875,48217,0,1,"demersal","Lycodes fasciatus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9876",9876,15467,0,1,"demersal","Lycodes frigidus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9877",9877,48218,0,1,"demersal","Lycodes fulvus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9878",9878,61701,0,1,"demersal","Lycodes gracilis","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9879",9879,48219,0,1,"demersal","Lycodes heinemanni","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9880",9880,61693,0,1,"demersal","Lycodes hubbsi","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9881",9881,23834,0,1,"demersal","Lycodes japonicus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9882",9882,23842,0,1,"demersal","Lycodes jenseni","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9883",9883,3138,0,1,"demersal","Lycodes jugoricus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9884",9884,3139,0,1,"demersal","Lycodes lavalaei","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9885",9885,46283,0,1,"demersal","Lycodes luetkenii","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9886",9886,48220,0,1,"demersal","Lycodes macrochir","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9887",9887,25008,0,1,"demersal","Lycodes macrolepis","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9888",9888,61694,0,1,"demersal","Lycodes marisalbi","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9889",9889,48221,0,1,"demersal","Lycodes matsubarai","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9890",9890,58252,0,1,"demersal","Lycodes mcallisteri","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9891",9891,48222,0,1,"demersal","Lycodes microlepidotus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9892",9892,23838,0,1,"demersal","Lycodes microporus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9893",9893,27463,0,1,"demersal","Lycodes mucosus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9894",9894,25009,0,1,"demersal","Lycodes nakamurae","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9895",9895,62383,0,1,"benthopelagic","Lycodes nishimurai","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9896",9896,48223,0,1,"demersal","Lycodes obscurus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9897",9897,48224,0,1,"demersal","Lycodes ocellatus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9898",9898,58679,0,1,"demersal","Lycodes paamiuti","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9899",9899,3147,0,1,"demersal","Lycodes pacificus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9900",9900,3140,0,1,"demersal","Lycodes palearis","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9901",9901,3141,0,1,"demersal","Lycodes pallidus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9902",9902,48225,0,1,"demersal","Lycodes paucilepidotus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9903",9903,48226,0,1,"demersal","Lycodes pectoralis","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9904",9904,3142,0,1,"demersal","Lycodes polaris","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9905",9905,48262,0,1,"demersal","Lycodes raridens","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9906",9906,3143,0,1,"demersal","Lycodes reticulatus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9907",9907,3144,0,1,"demersal","Lycodes rossi","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9908",9908,23833,0,1,"demersal","Lycodes sadoensis","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9909",9909,3145,0,1,"demersal","Lycodes sagittarius","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9910",9910,48263,0,1,"demersal","Lycodes schmidti","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9911",9911,58992,0,1,"demersal","Lycodes semenovi","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9912",9912,25231,0,1,"demersal","Lycodes seminudus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9913",9913,23836,0,1,"demersal","Lycodes sigmatoides","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9914",9914,25012,0,1,"demersal","Lycodes soldatovi","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9915",9915,15466,0,1,"demersal","Lycodes squamiventer","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9916",9916,23835,0,1,"demersal","Lycodes tanakae","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9917",9917,23832,0,1,"demersal","Lycodes teraoi","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9918",9918,48211,0,1,"demersal","Lycodes terraenovae","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9919",9919,23823,0,1,"demersal","Lycodes toyamensis","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9920",9920,3146,0,1,"demersal","Lycodes turneri","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9921",9921,23841,0,1,"demersal","Lycodes uschakovi","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9922",9922,15761,0,1,"demersal","Lycodes vahlii","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9923",9923,48266,0,1,"demersal","Lycodes yamatoi","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9924",9924,23840,0,1,"demersal","Lycodes ygreknotatus","Lycodes","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9925",9925,7026,0,1,"demersal","Lycodichthys antarcticus","Lycodichthys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9926",9926,5135,0,1,"demersal","Lycodichthys dearborni","Lycodichthys","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9927",9927,16303,0,1,"demersal","Lycodonus flagellicauda","Lycodonus","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9928",9928,48267,0,1,"demersal","Lycodonus malvinensis","Lycodonus","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9929",9929,48269,0,1,"demersal","Lycodonus mirabilis","Lycodonus","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9930",9930,16780,0,1,"demersal","Lycodonus vermiformis","Lycodonus","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9931",9931,48270,0,1,"demersal","Lycogrammoides schmidti","Lycogrammoides","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9932",9932,3148,0,1,"demersal","Lyconema barbatum","Lyconema","Lycodinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9933",9933,16821,0,1,"pelagic","Lyconodes argenteus","Lyconodes",NA,"Merlucciidae","Gadiformes","Teleostei","Osteichthyes",NA,NA
"9934",9934,8101,0,1,"demersal","Lyconus brachycolus","Lyconus",NA,"Lyconidae","Gadiformes","Teleostei","Osteichthyes",NA,NA
"9935",9935,8100,0,1,"pelagic","Lyconus pinnatus","Lyconus",NA,"Lyconidae","Gadiformes","Teleostei","Osteichthyes",NA,NA
"9936",9936,23812,0,1,"demersal","Lycozoarces regani","Lycozoarces","Lycozoarcinae","Zoarcidae","Perciformes","Teleostei","Osteichthyes",NA,NA
"9937",9937,4246,0,1,"demersal","Lyopsetta exilis","Lyopsetta","Hippoglossinae","Pleuronectidae","Pleuronectiformes","Teleostei","Osteichthyes",NA,NA
"9938",9938,69880,0,1,"demersal","Lythrichthys cypho","Lythrichthys",NA,"Setarchidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"9939",9939,69884,0,1,"demersal","Lythrichthys dentatus","Lythrichthys",NA,"Setarchidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"9940",9940,69889,0,1,"demersal","Lythrichthys eulabes","Lythrichthys",NA,"Setarchidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"9941",9941,69873,0,1,"demersal","Lythrichthys grahami","Lythrichthys",NA,"Setarchidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"9942",9942,10383,0,1,"demersal","Lythrichthys longimanus","Lythrichthys",NA,"Setarchidae","Scorpaeniformes","Teleostei","Osteichthyes",NA,NA
"9943",9943,46852,0,1,"demersal","Lythrypnus alphigena","Lythrypnus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9944",9944,61321,0,1,"benthopelagic","Lythrypnus brasiliensis","Lythrypnus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9945",9945,54397,0,1,"demersal","Lythrypnus cobalus","Lythrypnus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9946",9946,56503,0,1,"benthopelagic","Lythrypnus crocodilus","Lythrypnus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9947",9947,3885,0,1,"demersal","Lythrypnus dalli","Lythrypnus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9948",9948,16648,0,1,"benthopelagic","Lythrypnus elasson","Lythrypnus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9949",9949,25542,0,1,"benthopelagic","Lythrypnus gilberti","Lythrypnus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9950",9950,16646,0,1,"benthopelagic","Lythrypnus heterochroma","Lythrypnus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9951",9951,46862,0,1,"benthopelagic","Lythrypnus insularis","Lythrypnus","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9952",9952,186,0,1,"benthopelagic","Macolor macularis","Macolor","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9953",9953,187,0,1,"benthopelagic","Macolor niger","Macolor","Lutjaninae","Lutjanidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9954",9954,4525,0,1,"demersal","Macrocephenchelys brachialis","Macrocephenchelys","Congrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"9955",9955,10560,0,1,"demersal","Macrocephenchelys brevirostris","Macrocephenchelys","Congrinae","Congridae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"9956",9956,417,1,1,"demersal","Macrodon ancylodon","Macrodon",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9957",9957,66332,0,1,"demersal","Macrodon atricauda","Macrodon",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9958",9958,14006,1,1,"benthopelagic","Macrodon mordax","Macrodon",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes",NA,NA
"9959",9959,1246,1,1,"benthopelagic","Macrodontogobius wilburi","Macrodontogobius","Gobiinae","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"9960",9960,16558,0,1,"pelagic","Macroparalepis affinis","Macroparalepis",NA,"Lestidiidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA
"9961",9961,16564,0,1,"pelagic","Macroparalepis brevis","Macroparalepis",NA,"Lestidiidae","Aulopiformes","Teleostei","Osteichthyes",NA,NA
