"","Ref","OxygenCons","Weight","Temperature","SpecCode","MetabolicLevel","AppliedStress","OxygenRefNo","Species","Genus","Subfamily","Family","Order","Class","SuperClass","Brack","Saltwater","DemersPelag"
"3313","fishbase",2.7888,0.0112,28,785,"routine","none specified",2120,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3314","fishbase",2.42,0.0121,23,785,"routine","none specified",2120,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3315","fishbase",3.6162,0.0147,28,785,"routine","none specified",2120,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3316","fishbase",2.6376,0.0168,18,785,"routine","none specified",2120,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3317","fishbase",4.9364,0.0172,33,785,"routine","none specified",2120,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3318","fishbase",2.8224,0.0192,18,785,"routine","none specified",2120,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3319","fishbase",2.3896,0.0206,18,785,"routine","none specified",2120,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3320","fishbase",3.3867,0.0213,28,785,"routine","none specified",2120,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3321","fishbase",2.30538,0.0231,13,785,"routine","none specified",2120,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3322","fishbase",1.9656,0.0252,13,785,"routine","none specified",2120,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3323","fishbase",7.252,0.0296,33,785,"routine","none specified",2120,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3324","fishbase",5.425,0.031,33,785,"routine","none specified",2120,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3325","fishbase",3.15882,0.0322,18,785,"routine","none specified",2120,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3326","fishbase",2.0368,0.0335,13,785,"routine","none specified",2120,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3327","fishbase",4.6376,0.0341,28,785,"routine","none specified",2120,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3328","fishbase",5.4648,0.0396,23,785,"routine","none specified",2120,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3329","fishbase",9.548,0.0434,33,785,"routine","none specified",2120,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3330","fishbase",9.2336,0.0464,28,785,"routine","none specified",2120,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3331","fishbase",4.78883,0.047,18,785,"standard","none specified",85173,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3332","fishbase",6.66225,0.047,18,785,"standard","none specified",85173,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3333","fishbase",8.47504047,0.047,23,785,"standard","none specified",85173,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3334","fishbase",8.81296953,0.047,23,785,"standard","none specified",85173,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3335","fishbase",6.528,0.0544,23,785,"routine","none specified",2120,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3336","fishbase",7.7792,0.0544,23,785,"routine","none specified",2120,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
"3337","fishbase",6.7592,0.0568,33,785,"routine","none specified",2120,"Mugil cephalus","Mugil",NA,"Mugilidae","Mugiliformes","Teleostei","Osteichthyes",1,1,"benthopelagic"
