"","X.x","Ref","OxygenCons","Weight","Temperature","SpecCode.x","MetabolicLevel","AppliedStress","OxygenRefNo","Genus.x","Subfamily.x","Brack.x","Saltwater.x","DemersPelag.x","Species","Family.x","Order.x","Class.x","SuperClass.x","X.y","SpecCode.y","Genus.y","Subfamily.y","Brack.y","Saltwater.y","DemersPelag.y","Family.y","Order.y","Class.y","SuperClass.y","c_mm","eps_mm"
"2352",3028,"fishbase",5.175,0.045,30,4885,"routine","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2353",3029,"fishbase",6.384,0.056,26,4885,"standard","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2354",3030,"fishbase",6.975,0.075,26,4885,"standard","none specified",2120,"Heteropneustes",NA,1,0,"demersal","Heteropneustes fossilis","Heteropneustidae","Siluriformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2355",3031,"fishbase",1.23039,0.00441,28,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2356",3032,"fishbase",3.39664,0.00598,33,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2357",3033,"fishbase",2.30637,0.00723,23,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2358",3034,"fishbase",2.82693,0.00723,28,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2359",3035,"fishbase",1.01878,0.00766,13,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2360",3036,"fishbase",1.83074,0.00766,23,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2361",3037,"fishbase",1.67745,0.00795,18,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2362",3038,"fishbase",1.05534,0.00858,13,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2363",3039,"fishbase",2.7848,0.00944,33,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2364",3040,"fishbase",4.99376,0.00944,33,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2365",3041,"fishbase",3.02,0.01,28,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2366",3042,"fishbase",2.0072,0.0104,23,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2367",3043,"fishbase",1.1766,0.0106,13,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2368",3044,"fishbase",1.404,0.0108,13,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2369",3045,"fishbase",2.9268,0.0108,28,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2370",3046,"fishbase",2.2572,0.0114,23,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2371",3047,"fishbase",2.4624,0.0114,28,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2372",3048,"fishbase",3.6772,0.0116,28,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2373",3049,"fishbase",5.1765,0.0119,33,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2374",3050,"fishbase",4.0172,0.0121,23,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2375",3051,"fishbase",3.2103,0.0123,33,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2376",3052,"fishbase",2.3184,0.0126,18,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2377",3053,"fishbase",3.5712,0.0128,23,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2378",3054,"fishbase",6.4239,0.0133,33,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2379",3055,"fishbase",1.5456,0.0138,13,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2380",3056,"fishbase",3.0084,0.0138,28,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2381",3057,"fishbase",1.4976,0.0144,13,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2382",3058,"fishbase",4.4444,0.0164,23,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2383",3059,"fishbase",2.9232,0.0174,18,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2384",3060,"fishbase",3.0107,0.0187,23,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2385",3061,"fishbase",2.31,0.021,18,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2386",3062,"fishbase",1.89588,0.0259,13,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2387",3063,"fishbase",3.6621,0.0313,23,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2388",3064,"fishbase",7.4865,0.0345,28,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2389",3065,"fishbase",3.9663,0.0351,23,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2390",3066,"fishbase",5.5584,0.0386,33,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2391",3067,"fishbase",2.94525,0.0425,18,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2392",3068,"fishbase",4.8101,0.0467,23,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2393",3069,"fishbase",4.78977,0.047,18,5115,"standard","none specified",85173,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2394",3070,"fishbase",4.82314,0.047,18,5115,"standard","none specified",85173,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2395",3071,"fishbase",8.04687047,0.047,23,5115,"standard","none specified",85173,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2396",3072,"fishbase",8.50229953,0.047,23,5115,"standard","none specified",85173,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2397",3073,"fishbase",4.8906,0.0495,28,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2398",3074,"fishbase",6.7818,0.0534,28,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2399",3075,"fishbase",4.72736,0.0544,23,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2400",3076,"fishbase",4.00585,0.0565,18,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2401",3077,"fishbase",5.0508,0.061,23,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2402",3078,"fishbase",8.1277,0.0683,33,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2403",3079,"fishbase",6.368,0.0796,23,5115,"routine","none specified",2120,"Chelon",NA,1,1,"demersal","Chelon dumerili","Mugilidae","Mugiliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2404",3080,"fishbase",0.010396,0.00023,3,5116,"standard","none specified",2120,"Cyclothone",NA,0,1,"pelagic","Cyclothone acclinidens","Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",4413,5116,"Cyclothone",NA,0,1,"pelagic","Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",27.0788919694695,0.719280724477104
"2405",3081,"fishbase",0.011385,0.00023,3,5116,"standard","none specified",2120,"Cyclothone",NA,0,1,"pelagic","Cyclothone acclinidens","Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",4413,5116,"Cyclothone",NA,0,1,"pelagic","Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",27.0788919694695,0.719280724477104
"2406",3082,"fishbase",0.04232,0.00023,3,5116,"routine","none specified",2120,"Cyclothone",NA,0,1,"pelagic","Cyclothone acclinidens","Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",4413,5116,"Cyclothone",NA,0,1,"pelagic","Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",27.0788919694695,0.719280724477104
"2407",3083,"fishbase",0.015444,0.00052,3,5116,"standard","none specified",2120,"Cyclothone",NA,0,1,"pelagic","Cyclothone acclinidens","Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",4413,5116,"Cyclothone",NA,0,1,"pelagic","Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",27.0788919694695,0.719280724477104
"2408",3084,"fishbase",0.018356,0.00052,3,5116,"standard","none specified",2120,"Cyclothone",NA,0,1,"pelagic","Cyclothone acclinidens","Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",4413,5116,"Cyclothone",NA,0,1,"pelagic","Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",27.0788919694695,0.719280724477104
"2409",3085,"fishbase",0.07124,0.00052,3,5116,"routine","none specified",2120,"Cyclothone",NA,0,1,"pelagic","Cyclothone acclinidens","Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",4413,5116,"Cyclothone",NA,0,1,"pelagic","Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",27.0788919694695,0.719280724477104
"2410",3086,"fishbase",0.02088,0.00087,3,5116,"standard","none specified",2120,"Cyclothone",NA,0,1,"pelagic","Cyclothone acclinidens","Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",4413,5116,"Cyclothone",NA,0,1,"pelagic","Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",27.0788919694695,0.719280724477104
"2411",3087,"fishbase",0.023316,0.00087,3,5116,"standard","none specified",2120,"Cyclothone",NA,0,1,"pelagic","Cyclothone acclinidens","Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",4413,5116,"Cyclothone",NA,0,1,"pelagic","Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",27.0788919694695,0.719280724477104
"2412",3088,"fishbase",0.10353,0.00087,3,5116,"routine","none specified",2120,"Cyclothone",NA,0,1,"pelagic","Cyclothone acclinidens","Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",4413,5116,"Cyclothone",NA,0,1,"pelagic","Gonostomatidae","Stomiiformes","Teleostei","Osteichthyes",27.0788919694695,0.719280724477104
"2413",3107,"fishbase",31.6368,0.0624,25,5126,"routine","none specified",2120,"Pomadasys","Haemulinae",1,1,"benthopelagic","Pomadasys commersonnii","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",13288,5126,"Pomadasys","Haemulinae",1,1,"benthopelagic","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.612908349581,0.765789204257649
"2414",3108,"fishbase",17.3927,0.0787,20,5126,"routine","none specified",2120,"Pomadasys","Haemulinae",1,1,"benthopelagic","Pomadasys commersonnii","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",13288,5126,"Pomadasys","Haemulinae",1,1,"benthopelagic","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.612908349581,0.765789204257649
"2415",3109,"fishbase",37.924,0.0998,25,5126,"routine","none specified",2120,"Pomadasys","Haemulinae",1,1,"benthopelagic","Pomadasys commersonnii","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",13288,5126,"Pomadasys","Haemulinae",1,1,"benthopelagic","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.612908349581,0.765789204257649
"2416",3110,"fishbase",11.0922,0.139,15,5126,"routine","none specified",2120,"Pomadasys","Haemulinae",1,1,"benthopelagic","Pomadasys commersonnii","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",13288,5126,"Pomadasys","Haemulinae",1,1,"benthopelagic","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.612908349581,0.765789204257649
"2417",3111,"fishbase",19.38,0.19,15,5126,"routine","none specified",2120,"Pomadasys","Haemulinae",1,1,"benthopelagic","Pomadasys commersonnii","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",13288,5126,"Pomadasys","Haemulinae",1,1,"benthopelagic","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.612908349581,0.765789204257649
"2418",3112,"fishbase",28.482,0.202,20,5126,"routine","none specified",2120,"Pomadasys","Haemulinae",1,1,"benthopelagic","Pomadasys commersonnii","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",13288,5126,"Pomadasys","Haemulinae",1,1,"benthopelagic","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.612908349581,0.765789204257649
"2419",3113,"fishbase",30.745,0.215,20,5126,"routine","none specified",2120,"Pomadasys","Haemulinae",1,1,"benthopelagic","Pomadasys commersonnii","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",13288,5126,"Pomadasys","Haemulinae",1,1,"benthopelagic","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.612908349581,0.765789204257649
"2420",3114,"fishbase",60.652,0.236,25,5126,"routine","none specified",2120,"Pomadasys","Haemulinae",1,1,"benthopelagic","Pomadasys commersonnii","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",13288,5126,"Pomadasys","Haemulinae",1,1,"benthopelagic","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.612908349581,0.765789204257649
"2421",3115,"fishbase",20.8495,0.259,15,5126,"routine","none specified",2120,"Pomadasys","Haemulinae",1,1,"benthopelagic","Pomadasys commersonnii","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",13288,5126,"Pomadasys","Haemulinae",1,1,"benthopelagic","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.612908349581,0.765789204257649
"2422",3116,"fishbase",20.6565,0.293,15,5126,"routine","none specified",2120,"Pomadasys","Haemulinae",1,1,"benthopelagic","Pomadasys commersonnii","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",13288,5126,"Pomadasys","Haemulinae",1,1,"benthopelagic","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.612908349581,0.765789204257649
"2423",3117,"fishbase",40.767,0.321,20,5126,"routine","none specified",2120,"Pomadasys","Haemulinae",1,1,"benthopelagic","Pomadasys commersonnii","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",13288,5126,"Pomadasys","Haemulinae",1,1,"benthopelagic","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.612908349581,0.765789204257649
"2424",3118,"fishbase",44.685,0.331,20,5126,"routine","none specified",2120,"Pomadasys","Haemulinae",1,1,"benthopelagic","Pomadasys commersonnii","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",13288,5126,"Pomadasys","Haemulinae",1,1,"benthopelagic","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.612908349581,0.765789204257649
"2425",3119,"fishbase",85.067,0.331,25,5126,"routine","none specified",2120,"Pomadasys","Haemulinae",1,1,"benthopelagic","Pomadasys commersonnii","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",13288,5126,"Pomadasys","Haemulinae",1,1,"benthopelagic","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.612908349581,0.765789204257649
"2426",3120,"fishbase",71.441,0.359,25,5126,"routine","none specified",2120,"Pomadasys","Haemulinae",1,1,"benthopelagic","Pomadasys commersonnii","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",13288,5126,"Pomadasys","Haemulinae",1,1,"benthopelagic","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.612908349581,0.765789204257649
"2427",3121,"fishbase",27.2625,0.375,15,5126,"routine","none specified",2120,"Pomadasys","Haemulinae",1,1,"benthopelagic","Pomadasys commersonnii","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",13288,5126,"Pomadasys","Haemulinae",1,1,"benthopelagic","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.612908349581,0.765789204257649
"2428",3122,"fishbase",46.101,0.381,20,5126,"routine","none specified",2120,"Pomadasys","Haemulinae",1,1,"benthopelagic","Pomadasys commersonnii","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",13288,5126,"Pomadasys","Haemulinae",1,1,"benthopelagic","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.612908349581,0.765789204257649
"2429",3123,"fishbase",30.8427,0.399,15,5126,"routine","none specified",2120,"Pomadasys","Haemulinae",1,1,"benthopelagic","Pomadasys commersonnii","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",13288,5126,"Pomadasys","Haemulinae",1,1,"benthopelagic","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.612908349581,0.765789204257649
"2430",3124,"fishbase",110.97,0.405,25,5126,"routine","none specified",2120,"Pomadasys","Haemulinae",1,1,"benthopelagic","Pomadasys commersonnii","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",13288,5126,"Pomadasys","Haemulinae",1,1,"benthopelagic","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.612908349581,0.765789204257649
"2431",3125,"fishbase",83.904,0.437,25,5126,"routine","none specified",2120,"Pomadasys","Haemulinae",1,1,"benthopelagic","Pomadasys commersonnii","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes",13288,5126,"Pomadasys","Haemulinae",1,1,"benthopelagic","Haemulidae","Eupercaria","Teleostei","Osteichthyes",29.612908349581,0.765789204257649
