"","X.x","Ref","OxygenCons","Weight","Temperature","SpecCode.x","MetabolicLevel","AppliedStress","OxygenRefNo","Genus.x","Subfamily.x","Brack.x","Saltwater.x","DemersPelag.x","Species","Family.x","Order.x","Class.x","SuperClass.x","X.y","SpecCode.y","Genus.y","Subfamily.y","Brack.y","Saltwater.y","DemersPelag.y","Family.y","Order.y","Class.y","SuperClass.y","c_mm","eps_mm"
"1611",1849,"fishbase",14.402,0.019,23,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1612",1850,"fishbase",16.918219516,0.0242,24.5,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1613",1851,"fishbase",8.53249975,0.025,22,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1614",1852,"fishbase",9.0721,0.0257,23.8,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1615",1853,"fishbase",4.6224,0.027,16.8,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1616",1854,"fishbase",4.18968,0.0276,16,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1617",1855,"fishbase",2.52252,0.0286,10,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1618",1856,"fishbase",3.23883,0.0291,13.5,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1619",1857,"fishbase",7.753069701,0.0299,14.2,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1620",1858,"fishbase",8.32715,0.0299,15.2,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1621",1859,"fishbase",19.11359968,0.032,21.2,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1622",1860,"fishbase",4.299130323,0.0323,13.2,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1623",1861,"fishbase",9.420870327,0.0327,11.7,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1624",1862,"fishbase",19.766879334,0.0333,21,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1625",1863,"fishbase",8.64,0.036,16,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1626",1864,"fishbase",14.483199635,0.0365,17,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1627",1865,"fishbase",18.378420471,0.0471,20.2,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1628",1866,"fishbase",20.349219501,0.0499,17.8,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1629",1867,"fishbase",29.763580539,0.0539,15,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1630",1868,"fishbase",34.47,0.06,14.6,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1631",1869,"fishbase",80.4263969,0.062,22.7,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1632",1870,"fishbase",24.4971,0.0633,23.9,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1633",1871,"fishbase",29.955049315,0.0685,10.4,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1634",1872,"fishbase",43.933891482,0.0741,23.9,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1635",1873,"fishbase",21.33539919,0.081,13.5,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1636",1874,"fishbase",12.665099185,0.0815,12.2,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1637",1875,"fishbase",34.47739914,0.086,24.2,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1638",1876,"fishbase",5.19184,0.0877,13.4,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1639",1877,"fishbase",52.8186405129999,0.25689999,16.7,1604,"routine","none specified",2120,"Dorosoma",NA,1,1,"pelagic","Dorosoma cepedianum","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",17613,1604,"Dorosoma",NA,1,1,"pelagic","Dorosomatidae","Clupeiformes","Teleostei","Osteichthyes",22.2012587777044,0.562133236326164
"1640",1878,"fishbase",708.9342,0.24362,16.2,1663,"routine","none specified",5442,"Engraulis","Engraulinae",0,1,"pelagic","Engraulis japonicus","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",5388,1663,"Engraulis","Engraulinae",0,1,"pelagic","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",31.6204160876423,0.766225618073768
"1641",1879,"fishbase",91.8259965,0.26235999,16.2,1663,"routine","none specified",5442,"Engraulis","Engraulinae",0,1,"pelagic","Engraulis japonicus","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",5388,1663,"Engraulis","Engraulinae",0,1,"pelagic","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",31.6204160876423,0.766225618073768
"1642",1880,"fishbase",658.5235749,0.26235999,16.2,1663,"routine","none specified",5442,"Engraulis","Engraulinae",0,1,"pelagic","Engraulis japonicus","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",5388,1663,"Engraulis","Engraulinae",0,1,"pelagic","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",31.6204160876423,0.766225618073768
"1643",1881,"fishbase",817.7679728,0.30064999,16.2,1663,"routine","none specified",5442,"Engraulis","Engraulinae",0,1,"pelagic","Engraulis japonicus","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",5388,1663,"Engraulis","Engraulinae",0,1,"pelagic","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",31.6204160876423,0.766225618073768
"1644",1882,"fishbase",3544.6633821,0.30064999,16.2,1663,"routine","none specified",5442,"Engraulis","Engraulinae",0,1,"pelagic","Engraulis japonicus","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",5388,1663,"Engraulis","Engraulinae",0,1,"pelagic","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",31.6204160876423,0.766225618073768
"1645",1883,"fishbase",82.8660021,0.39460001,16.2,1663,"routine","none specified",5442,"Engraulis","Engraulinae",0,1,"pelagic","Engraulis japonicus","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",5388,1663,"Engraulis","Engraulinae",0,1,"pelagic","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",31.6204160876423,0.766225618073768
"1646",1884,"fishbase",1566.5620397,0.39460001,16.2,1663,"routine","none specified",5442,"Engraulis","Engraulinae",0,1,"pelagic","Engraulis japonicus","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",5388,1663,"Engraulis","Engraulinae",0,1,"pelagic","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",31.6204160876423,0.766225618073768
"1647",1885,"fishbase",131.1844535274,0.62878998,16.2,1663,"standard","none specified",5442,"Engraulis","Engraulinae",0,1,"pelagic","Engraulis japonicus","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",5388,1663,"Engraulis","Engraulinae",0,1,"pelagic","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",31.6204160876423,0.766225618073768
"1648",1886,"fishbase",170.7227737577,0.62878998,16.2,1663,"standard","none specified",5442,"Engraulis","Engraulinae",0,1,"pelagic","Engraulis japonicus","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",5388,1663,"Engraulis","Engraulinae",0,1,"pelagic","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",31.6204160876423,0.766225618073768
"1649",1887,"fishbase",202.1748422694,0.62878998,16.2,1663,"standard","none specified",5442,"Engraulis","Engraulinae",0,1,"pelagic","Engraulis japonicus","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",5388,1663,"Engraulis","Engraulinae",0,1,"pelagic","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",31.6204160876423,0.766225618073768
"1650",1888,"fishbase",253.739992,0.63434998,16.2,1663,"routine","none specified",5442,"Engraulis","Engraulinae",0,1,"pelagic","Engraulis japonicus","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",5388,1663,"Engraulis","Engraulinae",0,1,"pelagic","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",31.6204160876423,0.766225618073768
"1651",1889,"fishbase",304.4879904,0.63434998,16.2,1663,"routine","none specified",5442,"Engraulis","Engraulinae",0,1,"pelagic","Engraulis japonicus","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",5388,1663,"Engraulis","Engraulinae",0,1,"pelagic","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",31.6204160876423,0.766225618073768
"1652",1890,"fishbase",463.215023365101,0.63434998,16.2,1663,"standard","none specified",5442,"Engraulis","Engraulinae",0,1,"pelagic","Engraulis japonicus","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",5388,1663,"Engraulis","Engraulinae",0,1,"pelagic","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",31.6204160876423,0.766225618073768
"1653",1891,"fishbase",475.762485,0.63434998,16.2,1663,"routine","none specified",5442,"Engraulis","Engraulinae",0,1,"pelagic","Engraulis japonicus","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",5388,1663,"Engraulis","Engraulinae",0,1,"pelagic","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",31.6204160876423,0.766225618073768
"1654",1892,"fishbase",1687.3709468,0.63434998,16.2,1663,"routine","none specified",5442,"Engraulis","Engraulinae",0,1,"pelagic","Engraulis japonicus","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",5388,1663,"Engraulis","Engraulinae",0,1,"pelagic","Engraulidae","Clupeiformes","Teleostei","Osteichthyes",31.6204160876423,0.766225618073768
"1655",1893,"fishbase",0.01192,8e-05,24,1706,"routine","none specified",2203,"Chromis","Chrominae",0,1,"benthopelagic","Chromis chromis","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes",3540,1706,"Chromis","Chrominae",0,1,"benthopelagic","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",16.152310446901,0.442035549573786
"1656",1894,"fishbase",0.82524,0.00156,23.4,1706,"routine","none specified",2093,"Chromis","Chrominae",0,1,"benthopelagic","Chromis chromis","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes",3540,1706,"Chromis","Chrominae",0,1,"benthopelagic","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",16.152310446901,0.442035549573786
"1657",1895,"fishbase",1.3832,0.0104,16,1706,"routine","none specified",2093,"Chromis","Chrominae",0,1,"benthopelagic","Chromis chromis","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes",3540,1706,"Chromis","Chrominae",0,1,"benthopelagic","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",16.152310446901,0.442035549573786
"1658",1896,"fishbase",4.6992,0.0132,22.4,1706,"routine","none specified",2093,"Chromis","Chrominae",0,1,"benthopelagic","Chromis chromis","Pomacentridae","Ovalentaria/misc","Teleostei","Osteichthyes",3540,1706,"Chromis","Chrominae",0,1,"benthopelagic","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",16.152310446901,0.442035549573786
"1659",1899,"fishbase",2.9014,0.0163,22.1,1758,"routine","none specified",2093,"Scorpaena","Scorpaeninae",0,1,"demersal","Scorpaena porcus","Scorpaenidae","Perciformes/Scorpaenoidei","Teleostei","Osteichthyes",14965,1758,"Scorpaena","Scorpaeninae",0,1,"demersal","Scorpaenidae","Perciformes","Teleostei","Osteichthyes",16.1001435827836,0.44130807503288
"1660",1900,"fishbase",3.888,0.04,14,1758,"routine","none specified",2093,"Scorpaena","Scorpaeninae",0,1,"demersal","Scorpaena porcus","Scorpaenidae","Perciformes/Scorpaenoidei","Teleostei","Osteichthyes",14965,1758,"Scorpaena","Scorpaeninae",0,1,"demersal","Scorpaenidae","Perciformes","Teleostei","Osteichthyes",16.1001435827836,0.44130807503288
"1661",1901,"fishbase",3.285,0.05,20,1758,"standard","none specified",2203,"Scorpaena","Scorpaeninae",0,1,"demersal","Scorpaena porcus","Scorpaenidae","Perciformes/Scorpaenoidei","Teleostei","Osteichthyes",14965,1758,"Scorpaena","Scorpaeninae",0,1,"demersal","Scorpaenidae","Perciformes","Teleostei","Osteichthyes",16.1001435827836,0.44130807503288
"1662",1905,"fishbase",0.43925,0.00175,22.2,1801,"routine","none specified",2093,"Hippocampus","Syngnathinae",0,1,"demersal","Hippocampus hippocampus","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",7665,1801,"Hippocampus","Syngnathinae",0,1,"demersal","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",16.0742065241493,0.445758630326518
"1663",1906,"fishbase",0.46455,0.00285,20,1801,"routine","none specified",2093,"Hippocampus","Syngnathinae",0,1,"demersal","Hippocampus hippocampus","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",7665,1801,"Hippocampus","Syngnathinae",0,1,"demersal","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",16.0742065241493,0.445758630326518
"1664",1907,"fishbase",0.4619,0.0031,20,1801,"routine","none specified",2093,"Hippocampus","Syngnathinae",0,1,"demersal","Hippocampus hippocampus","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",7665,1801,"Hippocampus","Syngnathinae",0,1,"demersal","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",16.0742065241493,0.445758630326518
"1665",1908,"fishbase",0.7192,0.0031,25,1801,"routine","none specified",2203,"Hippocampus","Syngnathinae",0,1,"demersal","Hippocampus hippocampus","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",7665,1801,"Hippocampus","Syngnathinae",0,1,"demersal","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",16.0742065241493,0.445758630326518
"1666",1909,"fishbase",1.29,0.01,18,1801,"routine","none specified",2203,"Hippocampus","Syngnathinae",0,1,"demersal","Hippocampus hippocampus","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",7665,1801,"Hippocampus","Syngnathinae",0,1,"demersal","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes",16.0742065241493,0.445758630326518
"1667",1910,"fishbase",18.78166953,0.047,37,2033,"standard","none specified",85173,"Oreochromis","Pseudocrenilabrinae",0,0,"benthopelagic","Oreochromis grahami","Cichlidae","Cichliformes","Teleostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1668",1913,"fishbase",0.029578,2.3e-05,20,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1669",1914,"fishbase",0.033,3.3e-05,21,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1670",1915,"fishbase",0.046665,4.5e-05,21.1,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1671",1916,"fishbase",0.065961,6.3e-05,21.7,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1672",1917,"fishbase",0.08901,8.6e-05,22.1,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1673",1918,"fishbase",0.17056,0.000164,20.5,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1674",1919,"fishbase",0.11745,0.000225,18,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1675",1920,"fishbase",0.190575,0.000225,25,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1676",1921,"fishbase",0.278419,0.000433,20,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1677",1922,"fishbase",0.3562,0.00065,17,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1678",1923,"fishbase",0.4288,8e-04,21,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1679",1924,"fishbase",0.56,0.00175,17,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1680",1925,"fishbase",1.92222,0.00362,20,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1681",1926,"fishbase",4.1514,0.00374,23,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1682",1927,"fishbase",2.76624,0.00612,18,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1683",1928,"fishbase",4.44924,0.00612,25,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1684",1929,"fishbase",7.3461,0.01042,22,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685",1930,"fishbase",903.91,3.7,24.4,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1686",1931,"fishbase",1033.34,6.05,21.8,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1687",1932,"fishbase",443.3,6.5,20,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1688",1933,"fishbase",1114.464,7.52,22.4,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1689",1934,"fishbase",1088.88,10.4,22.5,2065,"routine","none specified",2093,"Acipenser","Acipenserinae",1,1,"demersal","Acipenser stellatus","Acipenseridae","Acipenseriformes","Chondrostei","Osteichthyes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1690",1938,"fishbase",0.07579,0.000583,10,238,"routine","none specified",2093,"Salmo","Salmoninae",1,1,"pelagic","Salmo trutta","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",18091,238,"Salmo","Salmoninae",1,1,"pelagic","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",25.5905483387623,0.667534747921362
"1691",1939,"fishbase",0.111386,0.000671,10,238,"routine","none specified",2093,"Salmo","Salmoninae",1,1,"pelagic","Salmo trutta","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",18091,238,"Salmo","Salmoninae",1,1,"pelagic","Salmonidae","Salmoniformes","Teleostei","Osteichthyes",25.5905483387623,0.667534747921362
