"","SpecCode","Brack","Saltwater","DemersPelag","Species","Genus","Subfamily","Family","Order","Class","SuperClass"
"13084",52497,0,1,"demersal","Pempheris ypsilychnus","Pempheris",NA,"Pempheridae","Acropomatiformes","Teleostei","Osteichthyes"
"13085",68350,0,1,"benthopelagic","Pempheris zajonzi","Pempheris",NA,"Pempheridae","Acropomatiformes","Teleostei","Osteichthyes"
"13086",16427,0,1,"pelagic","Penetopteryx nanus","Penetopteryx","Syngnathinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes"
"13087",46200,0,1,"demersal","Penetopteryx taeniocephalus","Penetopteryx","Syngnathinae","Syngnathidae","Syngnathiformes","Teleostei","Osteichthyes"
"13088",13664,0,1,"demersal","Pennahia aneus","Pennahia",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes"
"13089",434,0,1,"benthopelagic","Pennahia argentata","Pennahia",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes"
"13090",8321,0,1,"demersal","Pennahia macrocephalus","Pennahia",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes"
"13091",16027,0,1,"benthopelagic","Pennahia ovata","Pennahia",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes"
"13092",10619,0,1,"benthopelagic","Pennahia pawak","Pennahia",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes"
"13093",66226,0,1,"benthopelagic","Penopus japonicus","Penopus","Neobythitinae","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes"
"13094",8978,0,1,"demersal","Penopus microphthalmus","Penopus","Neobythitinae","Ophidiidae","Ophidiiformes","Teleostei","Osteichthyes"
"13095",12355,0,1,"benthopelagic","Pentaceropsis recurvirostris","Pentaceropsis","Histiopterinae","Pentacerotidae","Acropomatiformes","Teleostei","Osteichthyes"
"13096",7893,0,1,"benthopelagic","Pentaceros capensis","Pentaceros","Pentacerotinae","Pentacerotidae","Acropomatiformes","Teleostei","Osteichthyes"
"13097",12357,0,1,"demersal","Pentaceros decacanthus","Pentaceros","Pentacerotinae","Pentacerotidae","Acropomatiformes","Teleostei","Osteichthyes"
"13098",12358,0,1,"benthopelagic","Pentaceros japonicus","Pentaceros","Pentacerotinae","Pentacerotidae","Acropomatiformes","Teleostei","Osteichthyes"
"13099",59429,0,1,"pelagic","Pentaceros quinquespinis","Pentaceros","Pentacerotinae","Pentacerotidae","Acropomatiformes","Teleostei","Osteichthyes"
"13100",3611,0,1,"pelagic","Pentaceros richardsoni","Pentaceros","Pentacerotinae","Pentacerotidae","Acropomatiformes","Teleostei","Osteichthyes"
"13101",12364,0,1,"benthopelagic","Pentaceros wheeleri","Pentaceros","Pentacerotinae","Pentacerotidae","Acropomatiformes","Teleostei","Osteichthyes"
"13102",834,0,1,"demersal","Pentanchus profundicolus","Pentanchus",NA,"Pentanchidae","Carcharhiniformes","Elasmobranchii","Chondrichthyes"
"13103",342,1,1,"demersal","Pentanemus quinquarius","Pentanemus",NA,"Polynemidae","Carangaria/misc","Teleostei","Osteichthyes"
"13104",60801,0,1,"benthopelagic","Pentapodus aureofasciatus","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes"
"13105",69616,0,1,"benthopelagic","Pentapodus berryae","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes"
"13106",5865,0,1,"benthopelagic","Pentapodus bifasciatus","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes"
"13107",5867,0,1,"benthopelagic","Pentapodus caninus","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes"
"13108",5868,0,1,"benthopelagic","Pentapodus emeryii","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes"
"13109",66862,0,1,"benthopelagic","Pentapodus komodoensis","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes"
"13110",5869,1,1,"benthopelagic","Pentapodus nagasakiensis","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes"
"13111",64931,0,1,"pelagic","Pentapodus numberii","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes"
"13112",5870,0,1,"benthopelagic","Pentapodus paradiseus","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes"
"13113",5871,0,1,"benthopelagic","Pentapodus porosus","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes"
"13114",5872,0,1,"benthopelagic","Pentapodus setosus","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes"
"13115",5873,0,1,"benthopelagic","Pentapodus trivittatus","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes"
"13116",5866,0,1,"benthopelagic","Pentapodus vitta","Pentapodus",NA,"Nemipteridae","Eupercaria/misc","Teleostei","Osteichthyes"
"13117",4448,1,1,"demersal","Pentaprion longimanus","Pentaprion",NA,"Gerreidae","Eupercaria/misc","Teleostei","Osteichthyes"
"13118",16964,0,1,"pelagic","Pentherichthys atratus","Pentherichthys",NA,"Oneirodidae","Lophiiformes","Teleostei","Osteichthyes"
"13119",5000,0,1,"demersal","Pentheroscion mbizi","Pentheroscion",NA,"Sciaenidae","Eupercaria/misc","Teleostei","Osteichthyes"
"13120",3924,0,1,"benthopelagic","Peprilus burti","Peprilus",NA,"Stromateidae","Scombriformes","Teleostei","Osteichthyes"
"13121",68368,1,1,"pelagic","Peprilus crenulatus","Peprilus",NA,"Stromateidae","Scombriformes","Teleostei","Osteichthyes"
"13122",14139,0,1,"benthopelagic","Peprilus medius","Peprilus",NA,"Stromateidae","Scombriformes","Teleostei","Osteichthyes"
"13123",14142,0,1,"benthopelagic","Peprilus ovatus","Peprilus",NA,"Stromateidae","Scombriformes","Teleostei","Osteichthyes"
"13124",28143,1,1,"benthopelagic","Peprilus paru","Peprilus",NA,"Stromateidae","Scombriformes","Teleostei","Osteichthyes"
"13125",493,0,1,"benthopelagic","Peprilus simillimus","Peprilus",NA,"Stromateidae","Scombriformes","Teleostei","Osteichthyes"
"13126",14146,0,1,"benthopelagic","Peprilus snyderi","Peprilus",NA,"Stromateidae","Scombriformes","Teleostei","Osteichthyes"
"13127",492,1,1,"benthopelagic","Peprilus triacanthus","Peprilus",NA,"Stromateidae","Scombriformes","Teleostei","Osteichthyes"
"13128",68369,0,1,"pelagic","Peprilus xanthurus","Peprilus",NA,"Stromateidae","Scombriformes","Teleostei","Osteichthyes"
"13129",23990,0,1,"demersal","Percis japonica","Percis","Hypsagoninae","Agonidae","Scorpaeniformes","Teleostei","Osteichthyes"
"13130",23991,0,1,"demersal","Percis matsuii","Percis","Hypsagoninae","Agonidae","Scorpaeniformes","Teleostei","Osteichthyes"
"13131",465,0,1,"demersal","Percophis brasiliensis","Percophis",NA,"Percophidae","Perciformes","Teleostei","Osteichthyes"
"13132",26220,0,1,"demersal","Pereulixia kosiensis","Pereulixia","Salariinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"13133",7479,1,1,"demersal","Periophthalmodon freycineti","Periophthalmodon","Periophthalminae","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"13134",8414,1,1,"demersal","Periophthalmodon schlosseri","Periophthalmodon","Periophthalminae","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"13135",7480,1,1,"benthopelagic","Periophthalmus argentilineatus","Periophthalmus","Periophthalminae","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"13136",12803,1,1,"benthopelagic","Periophthalmus barbarus","Periophthalmus","Periophthalminae","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"13137",25085,1,1,"demersal","Periophthalmus chrysospilos","Periophthalmus","Periophthalminae","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"13138",7481,1,1,"demersal","Periophthalmus gracilis","Periophthalmus","Periophthalminae","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"13139",7482,1,1,"benthopelagic","Periophthalmus kalolo","Periophthalmus","Periophthalminae","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"13140",7484,1,1,"demersal","Periophthalmus malaccensis","Periophthalmus","Periophthalminae","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"13141",7485,1,1,"demersal","Periophthalmus minutus","Periophthalmus","Periophthalminae","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"13142",54509,1,1,"demersal","Periophthalmus modestus","Periophthalmus","Periophthalminae","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"13143",7486,1,1,"demersal","Periophthalmus novemradiatus","Periophthalmus","Periophthalminae","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"13144",68025,0,1,"pelagic","Periophthalmus pusing","Periophthalmus","Periophthalminae","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"13145",57510,1,0,"demersal","Periophthalmus spilotus","Periophthalmus","Periophthalminae","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"13146",65352,0,1,"pelagic","Periophthalmus takita","Periophthalmus","Periophthalminae","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"13147",65362,1,1,"demersal","Periophthalmus variabilis","Periophthalmus","Periophthalminae","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"13148",61443,1,0,"demersal","Periophthalmus walailakae","Periophthalmus","Periophthalminae","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"13149",46408,1,1,"demersal","Periophthalmus waltoni","Periophthalmus","Periophthalminae","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"13150",25254,1,0,"demersal","Periophthalmus weberi","Periophthalmus","Periophthalminae","Oxudercidae","Gobiiformes","Teleostei","Osteichthyes"
"13151",13563,0,1,"demersal","Perissias taeniopterus","Perissias",NA,"Bothidae","Pleuronectiformes","Teleostei","Osteichthyes"
"13152",60495,0,1,"demersal","Peristedion altipinne","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13153",59161,0,1,"demersal","Peristedion amblygenys","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13154",61102,0,1,"demersal","Peristedion antillarum","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13155",50090,0,1,"demersal","Peristedion barbiger","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13156",4016,0,1,"demersal","Peristedion brevirostre","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13157",1746,0,1,"demersal","Peristedion cataphractum","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13158",50709,0,1,"demersal","Peristedion crustosum","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13159",46230,0,1,"demersal","Peristedion ecuadorense","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13160",4017,0,1,"demersal","Peristedion gracile","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13161",61103,0,1,"demersal","Peristedion greyae","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13162",48374,0,1,"demersal","Peristedion imberbe","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13163",10441,0,1,"demersal","Peristedion liorhynchus","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13164",68508,0,1,"demersal","Peristedion longicornutum","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13165",48376,0,1,"demersal","Peristedion longispatha","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13166",4018,0,1,"demersal","Peristedion miniatum","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13167",65887,0,1,"demersal","Peristedion nesium","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13168",24027,0,1,"demersal","Peristedion nierstraszi","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13169",24025,0,1,"demersal","Peristedion orientale","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13170",61105,0,1,"demersal","Peristedion paucibarbiger","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13171",59164,0,1,"demersal","Peristedion riversandersoni","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13172",4019,0,1,"demersal","Peristedion thompsoni","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13173",46228,0,1,"demersal","Peristedion truncatum","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13174",61104,0,1,"demersal","Peristedion unicuspis","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13175",10738,0,1,"demersal","Peristedion weberi","Peristedion",NA,"Peristediidae","Perciformes","Teleostei","Osteichthyes"
"13176",52254,0,1,"benthopelagic","Peristrominous dolosus","Peristrominous",NA,"Aploactinidae","Scorpaeniformes","Teleostei","Osteichthyes"
"13177",52483,1,0,"benthopelagic","Peronedys anguillaris","Peronedys",NA,"Clinidae","Blenniiformes","Teleostei","Osteichthyes"
"13178",15154,0,1,"benthopelagic","Perryena leucometopon","Perryena",NA,"Perryenidae","Perciformes","Teleostei","Osteichthyes"
"13179",16700,0,1,"pelagic","Persparsia kopua","Persparsia",NA,"Platytroctidae","Alepocephaliformes","Teleostei","Osteichthyes"
"13180",64506,0,1,"benthopelagic","Perulibatrachus aquilonarius","Perulibatrachus","Halophryninae","Batrachoididae","Batrachoidiformes","Teleostei","Osteichthyes"
"13181",4932,0,1,"demersal","Perulibatrachus elminensis","Perulibatrachus","Halophryninae","Batrachoididae","Batrachoidiformes","Teleostei","Osteichthyes"
"13182",27211,0,1,"demersal","Perulibatrachus kilburni","Perulibatrachus","Halophryninae","Batrachoididae","Batrachoidiformes","Teleostei","Osteichthyes"
"13183",10179,0,1,"demersal","Perulibatrachus rossignoli","Perulibatrachus","Halophryninae","Batrachoididae","Batrachoidiformes","Teleostei","Osteichthyes"
"13184",4366,0,1,"benthopelagic","Pervagor alternans","Pervagor",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes"
"13185",4367,0,1,"benthopelagic","Pervagor aspricaudus","Pervagor",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes"
"13186",4368,0,1,"benthopelagic","Pervagor janthinosoma","Pervagor",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes"
"13187",4369,0,1,"benthopelagic","Pervagor marginalis","Pervagor",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes"
"13188",4370,0,1,"benthopelagic","Pervagor melanocephalus","Pervagor",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes"
"13189",4371,0,1,"benthopelagic","Pervagor nigrolineatus","Pervagor",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes"
"13190",4372,0,1,"benthopelagic","Pervagor randalli","Pervagor",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes"
"13191",4373,0,1,"benthopelagic","Pervagor spilosoma","Pervagor",NA,"Monacanthidae","Tetraodontiformes","Teleostei","Osteichthyes"
"13192",16849,0,1,"pelagic","Petalichthys capensis","Petalichthys",NA,"Belonidae","Beloniformes","Teleostei","Osteichthyes"
"13193",2530,1,1,"demersal","Petromyzon marinus","Petromyzon","Petromyzontinae","Petromyzontidae","Petromyzontiformes","Petromyzonti","Agnatha"
"13194",46423,0,1,"demersal","Petroscirtes ancylodon","Petroscirtes","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"13195",6073,1,1,"benthopelagic","Petroscirtes breviceps","Petroscirtes","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"13196",13748,0,1,"benthopelagic","Petroscirtes fallax","Petroscirtes","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"13197",13750,1,1,"benthopelagic","Petroscirtes lupus","Petroscirtes","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"13198",46542,0,1,"demersal","Petroscirtes marginatus","Petroscirtes","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"13199",6074,0,1,"benthopelagic","Petroscirtes mitratus","Petroscirtes","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"13200",63847,0,1,"demersal","Petroscirtes pylei","Petroscirtes","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"13201",23760,0,1,"demersal","Petroscirtes springeri","Petroscirtes","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"13202",6075,0,1,"demersal","Petroscirtes thepassii","Petroscirtes","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"13203",6076,0,1,"benthopelagic","Petroscirtes variabilis","Petroscirtes","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"13204",6077,0,1,"benthopelagic","Petroscirtes xestus","Petroscirtes","Blenniinae","Blenniidae","Blenniiformes","Teleostei","Osteichthyes"
"13205",47393,0,1,"benthopelagic","Petrotyx hopkinsi","Petrotyx",NA,"Bythitidae","Ophidiiformes","Teleostei","Osteichthyes"
"13206",3126,0,1,"benthopelagic","Petrotyx sanguineus","Petrotyx",NA,"Bythitidae","Ophidiiformes","Teleostei","Osteichthyes"
"13207",447,1,1,"demersal","Petrus rupestris","Petrus",NA,"Sparidae","Eupercaria/misc","Teleostei","Osteichthyes"
"13208",65092,0,1,"demersal","Pezichthys amplispinus","Pezichthys",NA,"Brachionichthyidae","Lophiiformes","Teleostei","Osteichthyes"
"13209",65093,0,1,"demersal","Pezichthys compressus","Pezichthys",NA,"Brachionichthyidae","Lophiiformes","Teleostei","Osteichthyes"
"13210",65253,0,1,"demersal","Pezichthys eltanini","Pezichthys",NA,"Brachionichthyidae","Lophiiformes","Teleostei","Osteichthyes"
"13211",65254,0,1,"demersal","Pezichthys macropinnis","Pezichthys",NA,"Brachionichthyidae","Lophiiformes","Teleostei","Osteichthyes"
"13212",65255,0,1,"demersal","Pezichthys nigrocilium","Pezichthys",NA,"Brachionichthyidae","Lophiiformes","Teleostei","Osteichthyes"
"13213",15691,0,1,"benthopelagic","Phaenomonas cooperae","Phaenomonas","Ophichthinae","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes"
"13214",9079,0,1,"demersal","Phaenomonas longissima","Phaenomonas","Ophichthinae","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes"
"13215",13919,0,1,"demersal","Phaenomonas pinnata","Phaenomonas","Ophichthinae","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes"
"13216",3536,0,1,"benthopelagic","Phaeoptyx conklini","Phaeoptyx","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes"
"13217",3537,0,1,"benthopelagic","Phaeoptyx pigmentaria","Phaeoptyx","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes"
"13218",3538,0,1,"benthopelagic","Phaeoptyx xenus","Phaeoptyx","Apogoninae","Apogonidae","Kurtiformes","Teleostei","Osteichthyes"
"13219",4134,0,1,"demersal","Phallocottus obtusus","Phallocottus",NA,"Cottidae","Scorpaeniformes","Teleostei","Osteichthyes"
"13220",26962,1,1,"pelagic","Phallostethus lehi","Phallostethus",NA,"Phallostethidae","Atheriniformes","Teleostei","Osteichthyes"
"13221",3637,0,1,"demersal","Phanerodon atripes","Phanerodon",NA,"Embiotocidae","Ovalentaria/misc","Teleostei","Osteichthyes"
"13222",3638,0,1,"demersal","Phanerodon furcatus","Phanerodon",NA,"Embiotocidae","Ovalentaria/misc","Teleostei","Osteichthyes"
"13223",3640,0,1,"demersal","Phanerodon vacca","Phanerodon",NA,"Embiotocidae","Ovalentaria/misc","Teleostei","Osteichthyes"
"13224",23958,0,1,"demersal","Phasmatocottus ctenopterygius","Phasmatocottus",NA,"Cottidae","Scorpaeniformes","Teleostei","Osteichthyes"
"13225",25849,0,1,"demersal","Phenacoscorpius adenensis","Phenacoscorpius","Scorpaeninae","Scorpaenidae","Scorpaeniformes","Teleostei","Osteichthyes"
"13226",58830,0,1,"demersal","Phenacoscorpius eschmeyeri","Phenacoscorpius","Scorpaeninae","Scorpaenidae","Scorpaeniformes","Teleostei","Osteichthyes"
"13227",66748,0,1,"pelagic","Phenacoscorpius longilineatus","Phenacoscorpius","Scorpaeninae","Scorpaenidae","Scorpaeniformes","Teleostei","Osteichthyes"
"13228",65164,0,1,"demersal","Phenacoscorpius longirostris","Phenacoscorpius","Scorpaeninae","Scorpaenidae","Scorpaeniformes","Teleostei","Osteichthyes"
"13229",69182,0,1,"demersal","Phenacoscorpius mccoskeri","Phenacoscorpius","Scorpaeninae","Scorpaenidae","Scorpaeniformes","Teleostei","Osteichthyes"
"13230",46985,0,1,"demersal","Phenacoscorpius megalops","Phenacoscorpius","Scorpaeninae","Scorpaenidae","Scorpaeniformes","Teleostei","Osteichthyes"
"13231",12454,0,1,"demersal","Phenacoscorpius nebris","Phenacoscorpius","Scorpaeninae","Scorpaenidae","Scorpaeniformes","Teleostei","Osteichthyes"
"13232",7493,0,1,"demersal","Pherallodichthys meshimaensis","Pherallodichthys","Diademichthyinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes"
"13233",54506,0,1,"demersal","Pherallodiscus funebris","Pherallodiscus","Gobiesocinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes"
"13234",60714,0,1,"demersal","Pherallodiscus varius","Pherallodiscus","Gobiesocinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes"
"13235",24146,0,1,"benthopelagic","Pherallodus indicus","Pherallodus","Diademichthyinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes"
"13236",16847,0,1,"demersal","Pherallodus smithi","Pherallodus","Diademichthyinae","Gobiesocidae","Gobiesociformes","Teleostei","Osteichthyes"
"13237",251,1,1,"demersal","Plecoglossus altivelis","Plecoglossus",NA,"Plecoglossidae","Osmeriformes","Teleostei","Osteichthyes"
"13238",3793,0,1,"demersal","Plectobranchus evides","Plectobranchus",NA,"Opisthocentridae","Perciformes","Teleostei","Osteichthyes"
"13239",6362,1,1,"benthopelagic","Plectorhinchus albovittatus","Plectorhinchus","Plectorhinchinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes"
"13240",68244,0,1,"benthopelagic","Plectorhinchus caeruleonothus","Plectorhinchus","Plectorhinchinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes"
"13241",65001,0,1,"benthopelagic","Plectorhinchus centurio","Plectorhinchus","Plectorhinchinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes"
"13242",14299,0,1,"benthopelagic","Plectorhinchus ceylonensis","Plectorhinchus","Plectorhinchinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes"
"13243",6364,1,1,"benthopelagic","Plectorhinchus chaetodonoides","Plectorhinchus","Plectorhinchinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes"
"13244",56810,0,1,"benthopelagic","Plectorhinchus chrysotaenia","Plectorhinchus","Plectorhinchinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes"
"13245",7702,0,1,"benthopelagic","Plectorhinchus chubbi","Plectorhinchus","Plectorhinchinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes"
"13246",13033,0,1,"benthopelagic","Plectorhinchus cinctus","Plectorhinchus","Plectorhinchinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes"
"13247",6628,0,1,"benthopelagic","Plectorhinchus diagrammus","Plectorhinchus","Plectorhinchinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes"
"13248",60766,0,1,"demersal","Plectorhinchus faetela","Plectorhinchus","Plectorhinchinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes"
"13249",7625,0,1,"benthopelagic","Plectorhinchus flavomaculatus","Plectorhinchus","Plectorhinchinae","Haemulidae","Eupercaria/misc","Teleostei","Osteichthyes"
"13250",9024,0,1,"pelagic","Polyacanthonotus africanus","Polyacanthonotus",NA,"Notacanthidae","Notacanthiformes","Teleostei","Osteichthyes"
"13251",6956,0,1,"pelagic","Polyacanthonotus challengeri","Polyacanthonotus",NA,"Notacanthidae","Notacanthiformes","Teleostei","Osteichthyes"
"13252",64058,1,1,"demersal","Philypnodon macrostomus","Philypnodon","Eleotrinae","Eleotridae","Gobiiformes","Teleostei","Osteichthyes"
"13253",23775,0,1,"demersal","Pholidapus dybowskii","Pholidapus",NA,"Opisthocentridae","Perciformes","Teleostei","Osteichthyes"
"13254",47865,0,1,"demersal","Pholidichthys anguis","Pholidichthys",NA,"Pholidichthyidae","Cichliformes","Teleostei","Osteichthyes"
"13255",4433,0,1,"benthopelagic","Pholidichthys leucotaenia","Pholidichthys",NA,"Pholidichthyidae","Cichliformes","Teleostei","Osteichthyes"
"13256",64805,0,1,"benthopelagic","Pholidochromis cerasina","Pholidochromis","Pseudochrominae","Pseudochromidae","Ovalentaria/misc","Teleostei","Osteichthyes"
"13257",27476,0,1,"benthopelagic","Pholidochromis marginatus","Pholidochromis","Pseudochrominae","Pseudochromidae","Ovalentaria/misc","Teleostei","Osteichthyes"
"13258",3800,0,1,"demersal","Pholis clemensi","Pholis","Pholinae","Pholidae","Perciformes","Teleostei","Osteichthyes"
"13259",23800,0,1,"demersal","Pholis crassispina","Pholis","Pholinae","Pholidae","Perciformes","Teleostei","Osteichthyes"
"13260",60656,0,1,"demersal","Pholis fangi","Pholis","Pholinae","Pholidae","Perciformes","Teleostei","Osteichthyes"
"13261",3802,0,1,"demersal","Pholis fasciata","Pholis","Pholinae","Pholidae","Perciformes","Teleostei","Osteichthyes"
"13262",3804,1,1,"demersal","Pholis gunnellus","Pholis","Pholinae","Pholidae","Perciformes","Teleostei","Osteichthyes"
"13263",3805,0,1,"demersal","Pholis laeta","Pholis","Pholinae","Pholidae","Perciformes","Teleostei","Osteichthyes"
"13264",61172,0,1,"demersal","Pholis nea","Pholis","Pholinae","Pholidae","Perciformes","Teleostei","Osteichthyes"
"13265",10388,0,1,"demersal","Pholis nebulosa","Pholis","Pholinae","Pholidae","Perciformes","Teleostei","Osteichthyes"
"13266",3806,0,1,"demersal","Pholis ornata","Pholis","Pholinae","Pholidae","Perciformes","Teleostei","Osteichthyes"
"13267",23799,0,1,"demersal","Pholis picta","Pholis","Pholinae","Pholidae","Perciformes","Teleostei","Osteichthyes"
"13268",3807,0,1,"demersal","Pholis schultzi","Pholis","Pholinae","Pholidae","Perciformes","Teleostei","Osteichthyes"
"13269",10164,0,1,"pelagic","Phosichthys argenteus","Phosichthys",NA,"Phosichthyidae","Stomiiformes","Teleostei","Osteichthyes"
"13270",7185,0,1,"benthopelagic","Photoblepharon palpebratum","Photoblepharon",NA,"Anomalopidae","Trachichthyiformes","Teleostei","Osteichthyes"
"13271",17085,0,1,"benthopelagic","Photoblepharon steinitzi","Photoblepharon",NA,"Anomalopidae","Trachichthyiformes","Teleostei","Osteichthyes"
"13272",17028,0,1,"pelagic","Photocorynus spiniceps","Photocorynus",NA,"Linophrynidae","Lophiiformes","Teleostei","Osteichthyes"
"13273",63868,0,1,"benthopelagic","Photolateralis antongil","Photolateralis","Gazzinae","Leiognathidae","Acanthuriformes","Teleostei","Osteichthyes"
"13274",11257,0,1,"demersal","Photolateralis moretoniensis","Photolateralis","Gazzinae","Leiognathidae","Acanthuriformes","Teleostei","Osteichthyes"
