"","X","SpecCode","Genus","Subfamily","Brack","Saltwater","DemersPelag","Species","Family","Order","Class","SuperClass","c_m","eps_m"
"3580",3580,62017,"Chromis","Chrominae",0,1,"pelagic","Chromis planesi","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3581",3581,3646,"Chromis","Chrominae",0,1,"benthopelagic","Chromis punctipinnis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3582",3582,64212,"Chromis","Chrominae",0,1,"benthopelagic","Chromis pura","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3583",3583,9226,"Chromis","Chrominae",0,1,"benthopelagic","Chromis randalli","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3584",3584,69578,"Chromis","Chrominae",0,1,"benthopelagic","Chromis sahulensis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3585",3585,12430,"Chromis","Chrominae",0,1,"benthopelagic","Chromis sanctaehelenae","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3586",3586,12431,"Chromis","Chrominae",0,1,"benthopelagic","Chromis scotochiloptera","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3587",3587,3647,"Chromis","Chrominae",0,1,"benthopelagic","Chromis scotti","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3588",3588,9227,"Chromis","Chrominae",0,1,"benthopelagic","Chromis struhsakeri","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3589",3589,5677,"Chromis","Chrominae",0,1,"benthopelagic","Chromis ternatensis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3590",3590,69028,"Chromis","Chrominae",0,1,"benthopelagic","Chromis tingting","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3591",3591,69611,"Chromis","Chrominae",0,1,"benthopelagic","Chromis torquata","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3592",3592,12432,"Chromis","Chrominae",0,1,"benthopelagic","Chromis trialpha","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3593",3593,65214,"Chromis","Chrominae",0,1,"benthopelagic","Chromis unipa","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3594",3594,69363,"Chromis","Chrominae",0,1,"benthopelagic","Chromis vanbebberae","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3595",3595,7819,"Chromis","Chrominae",0,1,"benthopelagic","Chromis verater","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3596",3596,5679,"Chromis","Chrominae",0,1,"benthopelagic","Chromis viridis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3597",3597,5680,"Chromis","Chrominae",0,1,"benthopelagic","Chromis weberi","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3598",3598,12433,"Chromis","Chrominae",0,1,"benthopelagic","Chromis westaustralis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3599",3599,12434,"Chromis","Chrominae",0,1,"demersal","Chromis woodsi","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3600",3600,5681,"Chromis","Chrominae",0,1,"benthopelagic","Chromis xanthochira","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3601",3601,12436,"Chromis","Chrominae",0,1,"benthopelagic","Chromis xanthopterygia","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3602",3602,5682,"Chromis","Chrominae",0,1,"benthopelagic","Chromis xanthura","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3603",3603,63874,"Chromis","Chrominae",0,1,"benthopelagic","Chromis xouthos","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3604",3604,12437,"Chromis","Chrominae",0,1,"benthopelagic","Chromis xutha","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3605",3605,67940,"Chromis","Chrominae",0,1,"benthopelagic","Chromis yamakawai","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",10348068.5517216,0.442035549573786
"3606",3606,58692,"Chromogobius","Gobiinae",0,1,"demersal","Chromogobius britoi","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"3607",3607,16272,"Chromogobius","Gobiinae",0,1,"demersal","Chromogobius quadrivittatus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"3608",3608,16275,"Chromogobius","Gobiinae",0,1,"demersal","Chromogobius zebratus","Gobiidae","Gobiiformes","Teleostei","Osteichthyes",NA,NA
"3609",3609,61071,"Chrysiptera","Pomacentrinae",0,1,"benthopelagic","Chrysiptera albata","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3610",3610,12438,"Chrysiptera","Pomacentrinae",0,1,"benthopelagic","Chrysiptera annulata","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3611",3611,65465,"Chrysiptera","Pomacentrinae",0,1,"benthopelagic","Chrysiptera arnazae","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3612",3612,5693,"Chrysiptera","Pomacentrinae",0,1,"benthopelagic","Chrysiptera biocellata","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3613",3613,12521,"Chrysiptera","Pomacentrinae",0,1,"benthopelagic","Chrysiptera bleekeri","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3614",3614,5697,"Chrysiptera","Pomacentrinae",0,1,"benthopelagic","Chrysiptera brownriggii","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3615",3615,68639,"Chrysiptera","Pomacentrinae",0,1,"benthopelagic","Chrysiptera burtjonesi","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3616",3616,5694,"Chrysiptera","Pomacentrinae",0,1,"benthopelagic","Chrysiptera caeruleolineata","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3617",3617,68002,"Chrysiptera","Pomacentrinae",0,1,"pelagic","Chrysiptera caesifrons","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3618",3618,64823,"Chrysiptera","Pomacentrinae",0,1,"pelagic","Chrysiptera chrysocephala","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3619",3619,5695,"Chrysiptera","Pomacentrinae",0,1,"benthopelagic","Chrysiptera cyanea","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3620",3620,60765,"Chrysiptera","Pomacentrinae",0,1,"benthopelagic","Chrysiptera cymatilis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3621",3621,11966,"Chrysiptera","Pomacentrinae",0,1,"benthopelagic","Chrysiptera flavipinnis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3622",3622,12439,"Chrysiptera","Pomacentrinae",0,1,"benthopelagic","Chrysiptera galba","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3623",3623,63703,"Chrysiptera","Pomacentrinae",0,1,"benthopelagic","Chrysiptera giti","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3624",3624,5696,"Chrysiptera","Pomacentrinae",0,1,"benthopelagic","Chrysiptera glauca","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3625",3625,6919,"Chrysiptera","Pomacentrinae",0,1,"benthopelagic","Chrysiptera hemicyanea","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3626",3626,11968,"Chrysiptera","Pomacentrinae",0,1,"benthopelagic","Chrysiptera niger","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3627",3627,12447,"Chrysiptera","Pomacentrinae",0,1,"benthopelagic","Chrysiptera notialis","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3628",3628,5698,"Chrysiptera","Pomacentrinae",1,1,"benthopelagic","Chrysiptera oxycephala","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3629",3629,12448,"Chrysiptera","Pomacentrinae",0,1,"benthopelagic","Chrysiptera parasema","Pomacentridae","Ovalentaria","Teleostei","Osteichthyes",NA,NA
"3630",3630,5528,"Chrysoblephus",NA,0,1,"benthopelagic","Chrysoblephus anglicus","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3631",3631,6002,"Chrysoblephus",NA,0,1,"demersal","Chrysoblephus cristiceps","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3632",3632,6003,"Chrysoblephus",NA,0,1,"demersal","Chrysoblephus gibbiceps","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3633",3633,5529,"Chrysoblephus",NA,0,1,"demersal","Chrysoblephus laticeps","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3634",3634,7930,"Chrysoblephus",NA,0,1,"demersal","Chrysoblephus lophus","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3635",3635,5530,"Chrysoblephus",NA,0,1,"demersal","Chrysoblephus puniceus","Sparidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3636",3636,8308,"Chrysochir",NA,1,1,"benthopelagic","Chrysochir aureus","Sciaenidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3637",3637,1290,"Ciliata",NA,0,1,"demersal","Ciliata mustela","Gaidropsaridae","Gadiformes","Teleostei","Osteichthyes",NA,NA
"3638",3638,1873,"Ciliata",NA,1,1,"demersal","Ciliata septentrionalis","Gaidropsaridae","Gadiformes","Teleostei","Osteichthyes",NA,NA
"3639",3639,60492,"Ciliata",NA,0,1,"demersal","Ciliata tchangi","Gaidropsaridae","Gadiformes","Teleostei","Osteichthyes",NA,NA
"3640",3640,26675,"Cilus",NA,0,1,"demersal","Cilus gilberti","Sciaenidae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3641",3641,22869,"Cirrhibarbis",NA,0,1,"demersal","Cirrhibarbis capensis","Clinidae","Blenniiformes","Teleostei","Osteichthyes",NA,NA
"3642",3642,707,"Cirrhigaleus",NA,0,1,"demersal","Cirrhigaleus asper","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"3643",3643,63505,"Cirrhigaleus",NA,0,1,"pelagic","Cirrhigaleus australis","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"3644",3644,668,"Cirrhigaleus",NA,0,1,"demersal","Cirrhigaleus barbifer","Squalidae","Squaliformes","Elasmobranchii","Chondrichthyes",NA,NA
"3645",3645,56636,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus adornatus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3646",3646,68710,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus africanus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3647",3647,59628,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus aurantidorsalis","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3648",3648,25760,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus balteatus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3649",3649,59880,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus bathyphilus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3650",3650,64182,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus beauperryi","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3651",3651,25759,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus blatteus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3652",3652,69342,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus briangreenei","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3653",3653,63981,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus brunneus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3654",3654,63948,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus cenderawasih","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3655",3655,59481,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus claire","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3656",3656,54179,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus condei","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3657",3657,68701,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus cyanogularis","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3658",3658,5106,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus cyanopleura","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3659",3659,59510,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus earlei","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3660",3660,68712,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus efatensis","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3661",3661,5614,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus exquisitus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3662",3662,10615,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus filamentosus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3663",3663,69635,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus finifenmaa","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3664",3664,46517,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus flavidorsalis","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3665",3665,68716,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus greeni","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3666",3666,66867,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus humanni","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3667",3667,68061,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus hygroxerus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3668",3668,68197,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus isosceles","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3669",3669,60740,"Cirrhilabrus","Cheilininae",0,1,"pelagic","Cirrhilabrus joanallenae","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3670",3670,25762,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus johnsoni","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3671",3671,7768,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus jordani","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3672",3672,7582,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus katherinae","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3673",3673,57798,"Cirrhilabrus","Cheilininae",0,1,"demersal","Cirrhilabrus katoi","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3674",3674,13023,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus laboutei","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3675",3675,7583,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus lanceolatus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3676",3676,13027,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus lineatus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3677",3677,13041,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus lubbocki","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3678",3678,7584,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus lunatus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3679",3679,17451,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus luteovittatus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3680",3680,68704,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus marinda","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3681",3681,61859,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus marjorie","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3682",3682,7585,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus melanomarginatus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3683",3683,59637,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus morrisoni","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3684",3684,66424,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus nahackyi","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3685",3685,64878,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus naokoae","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3686",3686,13028,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus punctatus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3687",3687,54185,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus pylei","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3688",3688,25031,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus randalli","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3689",3689,25763,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus rhomboidalis","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3690",3690,25026,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus roseafascia","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3691",3691,68711,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus rubeus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3692",3692,7586,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus rubrimarginatus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3693",3693,13042,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus rubripinnis","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3694",3694,25030,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus rubrisquamis","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3695",3695,12781,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus rubriventralis","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3696",3696,68720,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus ryukyuensis","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3697",3697,58168,"Cirrhilabrus","Cheilininae",0,1,"demersal","Cirrhilabrus sanguineus","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3698",3698,12728,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus scottorum","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3699",3699,68699,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus shutmani","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3700",3700,60815,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus solorensis","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3701",3701,68714,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus squirei","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3702",3702,5484,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus temminckii","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3703",3703,59640,"Cirrhilabrus","Cheilininae",0,1,"demersal","Cirrhilabrus tonozukai","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3704",3704,69027,"Cirrhilabrus","Cheilininae",0,1,"pelagic","Cirrhilabrus wakanda","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3705",3705,54193,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus walindi","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3706",3706,59511,"Cirrhilabrus","Cheilininae",0,1,"benthopelagic","Cirrhilabrus walshi","Labridae","Eupercaria","Teleostei","Osteichthyes",NA,NA
"3707",3707,24282,"Cirrhimuraena","Ophichthinae",0,1,"demersal","Cirrhimuraena calamus","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"3708",3708,27399,"Cirrhimuraena","Ophichthinae",0,1,"demersal","Cirrhimuraena cheilopogon","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"3709",3709,27405,"Cirrhimuraena","Ophichthinae",1,1,"demersal","Cirrhimuraena chinensis","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
"3710",3710,15669,"Cirrhimuraena","Ophichthinae",0,1,"demersal","Cirrhimuraena inhacae","Ophichthidae","Anguilliformes","Teleostei","Osteichthyes",NA,NA
